customer_id,email,state,plan,plan_list_price,churn_status,churn,total_events,active_days,last_activity,unique_event_types,events_per_active_day,events_last_30d,active_days_last_30d,total_tickets,avg_resolution_time_hours,max_resolution_time_hours,unique_topics,most_common_channel,gdpr_tickets,had_support,tickets_last_30d,days_since_last_activity,engagement_quartile
C10035,user10035@example.org,WV,basic,30.0,,,1.0,1.0,2025-06-15 07:23:20.633108,1.0,1.0,0.0,0.0,1.0,7.63,7.63,1.0,email,0.0,True,0.0,169.0,low
C10036,user10036@example.org,CT,enterprise,97.0,Y,1.0,1.0,1.0,2025-06-06 04:31:25.837866,1.0,1.0,0.0,0.0,1.0,18.3,18.3,1.0,email,0.0,True,0.0,178.0,low
C10037,user10037@example.net,CO,pro,53.0,,,4.0,4.0,2025-10-26 01:51:17.403757,3.0,1.0,0.0,0.0,2.0,9.25,9.5,2.0,email,0.0,True,0.0,36.0,high
C10038,user10038@example.org,MT,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,16.45,21.89,4.0,phone,0.0,True,2.0,,low
C10039,user10039@example.org,RI,enterprise,125.0,,,2.0,2.0,2025-06-20 21:59:02.898224,2.0,1.0,0.0,0.0,3.0,6.56,9.37,3.0,chat,0.0,True,1.0,163.0,mid
C10040,user10040@example.net,KS,basic,19.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,6.442500000000001,11.06,4.0,email,0.0,True,0.0,,low
C10041,user10041@example.org,VA,enterprise,121.0,,,1.0,1.0,2025-08-16 23:10:11.514340,1.0,1.0,0.0,0.0,3.0,4.319999999999999,5.91,1.0,phone,0.0,True,0.0,106.0,low
C10042,user10042@example.net,ND,enterprise,132.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.72,4.72,1.0,chat,0.0,True,0.0,,low
C10043,user10043@example.com,HI,enterprise,143.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,,low
C10044,user10044@example.net,LA,basic,28.0,,,2.0,2.0,2025-11-22 19:45:30.803583,2.0,1.0,2.0,2.0,4.0,6.5175,10.8,3.0,email,0.0,True,1.0,9.0,mid
C10045,user10045@example.com,NE,basic,19.0,,,3.0,3.0,2025-11-29 00:17:20.205459,3.0,1.0,1.0,1.0,2.0,7.369999999999999,7.77,2.0,chat,0.0,True,0.0,2.0,high
C10046,user10046@example.com,RI,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.73,3.73,1.0,phone,0.0,True,0.0,,low
C10047,user10047@example.com,MO,basic,22.0,,,2.0,2.0,2025-10-01 01:50:31.454521,2.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,61.0,mid
C10048,user10048@example.net,SD,enterprise,134.0,,,2.0,2.0,2025-11-20 15:26:09.082962,2.0,1.0,1.0,1.0,3.0,3.73,7.88,3.0,email,0.0,True,1.0,11.0,mid
C10049,user10049@example.org,VA,basic,12.0,,,2.0,2.0,2025-11-08 15:50:22.525907,2.0,1.0,1.0,1.0,1.0,3.17,3.17,1.0,email,0.0,True,1.0,23.0,mid
C10050,user10050@example.com,CT,basic,16.0,Y,1.0,4.0,4.0,2025-10-25 19:24:56.845322,3.0,1.0,0.0,0.0,1.0,12.15,12.15,1.0,email,0.0,True,0.0,37.0,high
C10051,user10051@example.com,HI,free,0.0,,,1.0,1.0,2025-11-01 06:02:55.906874,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,30.0,low
C10052,user10052@example.com,WV,pro,33.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,17.830000000000002,28.24,4.0,phone,0.0,True,2.0,,low
C10053,user10053@example.org,WI,basic,28.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,21.36,21.36,1.0,email,0.0,True,0.0,,low
C10054,user10054@example.com,MT,free,0.0,,,1.0,1.0,2025-07-26 03:19:57.681909,1.0,1.0,0.0,0.0,2.0,4.83,9.07,2.0,chat,0.0,True,2.0,128.0,low
C10055,user10055@example.net,WV,free,0.0,,,2.0,2.0,2025-09-14 04:00:47.082406,2.0,1.0,0.0,0.0,1.0,6.0,6.0,1.0,chat,0.0,True,1.0,78.0,mid
C10056,user10056@example.com,UT,basic,24.0,,,1.0,1.0,2025-10-08 08:26:44.695764,1.0,1.0,0.0,0.0,2.0,11.690000000000001,12.81,1.0,-,0.0,True,0.0,54.0,low
C10057,user10057@example.org,WA,free,0.0,,,2.0,2.0,2025-11-10 06:47:47.714716,1.0,1.0,1.0,1.0,4.0,5.8425,10.66,2.0,phone,0.0,True,0.0,21.0,mid
C10058,user10058@example.org,KS,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,21.522150000000003,29.114300000000007,1.0,email,0.0,True,0.0,,low
C10059,user10059@example.com,RI,basic,29.0,Y,1.0,2.0,2.0,2025-11-01 12:54:53.878292,2.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,30.0,mid
C10060,user10060@example.org,MT,enterprise,95.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,7.7025,10.44,2.0,email,0.0,True,0.0,,low
C10061,user10061@example.com,VA,enterprise,99.0,,,1.0,1.0,2025-08-11 18:33:47.972745,1.0,1.0,0.0,0.0,1.0,2.07,2.07,1.0,chat,0.0,True,0.0,112.0,low
C10062,user10062@example.org,AZ,free,0.0,,,1.0,1.0,2025-07-13 15:45:36.966240,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,141.0,low
C10063,user10063@example.org,LA,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,16.423333333333332,21.4,3.0,phone,0.0,True,0.0,,low
C10064,user10064@example.net,NE,basic,17.0,,,1.0,1.0,2025-11-27 09:18:04.758168,1.0,1.0,1.0,1.0,3.0,12.386666666666665,13.19,2.0,chat,0.0,True,0.0,4.0,low
C10065,user10065@example.net,UT,basic,24.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,20.47,26.91,3.0,email,0.0,True,0.0,,low
C10066,user10066@example.com,VT,enterprise,140.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.9,7.27,2.0,phone,0.0,True,0.0,,low
C10067,user10067@example.org,PA,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,5.1000000000000005,6.38,1.0,phone,0.0,True,0.0,,low
C10068,user10068@example.org,NV,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,12.57,12.57,1.0,email,0.0,True,0.0,,low
C10069,user10069@example.net,HI,enterprise,90.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,5.11,5.11,1.0,phone,0.0,True,0.0,,low
C10070,user10070@example.com,IA,basic,17.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,,low
C10071,user10071@example.com,AR,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,10.48,10.48,1.0,phone,0.0,True,0.0,,low
C10072,user10072@example.com,CO,enterprise,115.0,,,2.0,2.0,2025-09-27 16:56:10.732446,2.0,1.0,0.0,0.0,2.0,5.1,6.75,2.0,phone,0.0,True,0.0,65.0,mid
C10073,user10073@example.com,VA,pro,79.0,,,2.0,2.0,2025-11-21 12:50:58.419072,2.0,1.0,1.0,1.0,2.0,9.190000000000001,11.46,2.0,email,0.0,True,0.0,10.0,mid
C10074,user10074@example.net,IL,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,21.597150000000003,29.114300000000007,2.0,phone,0.0,True,0.0,,low
C10075,user10075@example.net,MT,free,0.0,Y,1.0,1.0,1.0,2025-08-03 09:31:23.474648,1.0,1.0,0.0,0.0,1.0,18.92,18.92,1.0,email,0.0,True,0.0,120.0,low
C10076,user10076@example.net,NE,pro,49.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,25.380000000000003,27.51,2.0,phone,0.0,True,0.0,,low
C10077,user10077@example.net,VA,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,4.2299999999999995,9.29,2.0,email,0.0,True,2.0,,low
C10078,user10078@example.org,KY,enterprise,137.0,,,2.0,2.0,2025-11-06 09:06:55.110297,1.0,1.0,1.0,1.0,2.0,5.865,6.46,2.0,phone,0.0,True,2.0,25.0,mid
C10079,user10079@example.org,FL,pro,61.0,,,1.0,1.0,2025-09-14 09:44:46.341972,1.0,1.0,0.0,0.0,2.0,5.19,6.65,2.0,email,0.0,True,0.0,78.0,low
C10080,user10080@example.org,DE,pro,64.0,,,1.0,1.0,2025-07-13 09:49:28.777769,1.0,1.0,0.0,0.0,1.0,7.25,7.25,1.0,-,0.0,True,0.0,141.0,low
C10081,user10081@example.com,MI,free,0.0,,,1.0,1.0,2025-09-01 07:45:46.336130,1.0,1.0,0.0,0.0,5.0,3.95,5.49,4.0,chat,0.0,True,0.0,91.0,low
C10082,user10082@example.com,OH,enterprise,131.0,,,1.0,1.0,2025-07-20 01:02:24.695230,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,134.0,low
C10083,user10083@example.net,NJ,free,0.0,,,3.0,3.0,2025-10-13 00:20:45.798913,2.0,1.0,0.0,0.0,5.0,6.697999999999999,11.5,2.0,chat,0.0,True,0.0,49.0,high
C10084,user10084@example.com,WY,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,,low
C10085,user10085@example.net,ND,free,0.0,Y,1.0,1.0,1.0,2025-11-24 18:10:07.097574,1.0,1.0,1.0,1.0,4.0,24.238575,29.114300000000007,3.0,email,0.0,True,0.0,7.0,low
C10086,user10086@example.net,CA,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,19.945,21.15,1.0,email,0.0,True,0.0,,low
C10087,user10087@example.com,NY,pro,71.0,,,2.0,2.0,2025-09-28 20:56:18.690670,2.0,1.0,0.0,0.0,2.0,3.3150000000000004,5.36,2.0,phone,0.0,True,0.0,64.0,mid
C10088,user10088@example.com,MT,enterprise,104.0,Y,1.0,1.0,1.0,2025-08-14 08:42:20.236649,1.0,1.0,0.0,0.0,2.0,18.97,25.89,2.0,email,0.0,True,0.0,109.0,low
C10089,user10089@example.org,TX,free,0.0,,,2.0,2.0,2025-11-26 11:23:13.110900,2.0,1.0,1.0,1.0,1.0,10.3,10.3,1.0,email,0.0,True,0.0,5.0,mid
C10090,user10090@example.com,MI,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.4,3.4,1.0,email,0.0,True,0.0,,low
C10091,user10091@example.org,OK,pro,73.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,17.524,19.87,3.0,chat,1.0,True,0.0,,low
C10092,user10092@example.org,PA,basic,20.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.22,1.22,1.0,phone,0.0,True,0.0,,low
C10093,user10093@example.org,AZ,enterprise,95.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.93,4.93,1.0,phone,0.0,True,0.0,,low
C10094,user10094@example.org,VT,enterprise,125.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,9.91,9.91,1.0,phone,0.0,True,1.0,,low
C10095,user10095@example.org,IL,basic,30.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,7.35,8.15,2.0,email,0.0,True,0.0,,low
C10096,user10096@example.com,MI,pro,60.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,14.1,14.1,1.0,email,0.0,True,0.0,,low
C10097,user10097@example.org,CT,pro,62.0,,,1.0,1.0,2025-09-08 02:26:31.454518,1.0,1.0,0.0,0.0,3.0,8.863333333333333,10.63,1.0,phone,0.0,True,1.0,84.0,low
C10098,user10098@example.com,MO,basic,28.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,18.939999999999998,24.09,2.0,chat,0.0,True,0.0,,low
C10099,user10099@example.com,NJ,enterprise,147.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,12.290000000000001,16.96,2.0,phone,0.0,True,0.0,,low
C10100,user10100@example.com,TN,enterprise,111.0,,,2.0,2.0,2025-11-14 13:53:36.603444,2.0,1.0,1.0,1.0,4.0,7.6625,11.74,3.0,chat,0.0,True,1.0,17.0,mid
C10101,user10101@example.com,AZ,basic,26.0,,,2.0,2.0,2025-09-02 17:58:52.876506,2.0,1.0,0.0,0.0,4.0,7.6025,10.24,3.0,phone,0.0,True,0.0,90.0,mid
C10102,user10102@example.net,NM,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,8.106666666666667,11.86,3.0,email,0.0,True,1.0,,low
C10103,user10103@example.org,MO,basic,13.0,,,1.0,1.0,2025-10-20 22:09:16.855611,1.0,1.0,0.0,0.0,4.0,6.3425,9.64,2.0,email,1.0,True,0.0,41.0,low
C10104,user10104@example.com,IL,pro,69.0,,,2.0,2.0,2025-08-31 20:14:27.919166,2.0,1.0,0.0,0.0,2.0,11.920000000000002,11.96,2.0,email,0.0,True,0.0,92.0,mid
C10105,user10105@example.com,UT,basic,12.0,,,2.0,1.0,2025-08-16 17:59:37.411779,1.0,2.0,0.0,0.0,1.0,12.63,12.63,1.0,phone,0.0,True,0.0,107.0,mid
C10106,user10106@example.org,NC,enterprise,130.0,,,2.0,2.0,2025-11-21 05:08:31.496239,2.0,1.0,1.0,1.0,1.0,8.5,8.5,1.0,phone,0.0,True,0.0,10.0,mid
C10107,user10107@example.org,FL,basic,10.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.44,4.44,1.0,phone,0.0,True,0.0,,low
C10108,user10108@example.com,MN,enterprise,94.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,17.0975,23.23,4.0,chat,0.0,True,0.0,,low
C10109,user10109@example.com,TN,enterprise,136.0,,,3.0,3.0,2025-09-12 05:05:59.917521,2.0,1.0,0.0,0.0,3.0,2.143333333333333,3.93,3.0,chat,0.0,True,0.0,80.0,high
C10110,user10110@example.net,MD,free,0.0,,,2.0,2.0,2025-11-02 04:28:45.119863,2.0,1.0,1.0,1.0,3.0,14.256666666666666,18.14,1.0,phone,0.0,True,1.0,29.0,mid
C10111,user10111@example.net,TN,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,16.466666666666665,20.29,2.0,chat,0.0,True,0.0,,low
C10112,user10112@example.com,ID,basic,30.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,6.715,6.8,2.0,chat,0.0,True,0.0,,low
C10113,user10113@example.net,MA,enterprise,144.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,15.675,19.03,2.0,chat,0.0,True,0.0,,low
C10114,user10114@example.net,NY,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,23.44,23.44,1.0,chat,0.0,True,0.0,,low
C10115,user10115@example.net,DE,pro,57.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,20.43,23.25,3.0,phone,0.0,True,0.0,,low
C10116,user10116@example.org,CT,free,0.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,28.27,28.27,1.0,email,0.0,True,0.0,,low
C10117,user10117@example.net,ID,basic,16.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,10.925,11.63,2.0,chat,1.0,True,0.0,,low
C10118,user10118@example.com,DE,free,0.0,,,2.0,2.0,2025-09-08 15:05:39.422721,2.0,1.0,0.0,0.0,1.0,10.69,10.69,1.0,chat,0.0,True,0.0,84.0,mid
C10119,user10119@example.net,MD,free,0.0,Y,1.0,1.0,1.0,2025-06-06 09:59:43.305524,1.0,1.0,0.0,0.0,4.0,23.15,24.11,3.0,chat,0.0,True,1.0,178.0,low
C10120,user10120@example.net,MA,free,0.0,,,4.0,4.0,2025-10-09 17:05:47.800934,3.0,1.0,0.0,0.0,5.0,6.5680000000000005,10.78,3.0,chat,0.0,True,0.0,53.0,high
C10121,user10121@example.com,NM,pro,42.0,,,3.0,3.0,2025-11-10 12:38:00.188081,3.0,1.0,1.0,1.0,4.0,6.425,10.43,2.0,chat,0.0,True,1.0,21.0,high
C10122,user10122@example.com,SD,basic,30.0,,,1.0,1.0,2025-11-15 13:08:09.558597,1.0,1.0,1.0,1.0,2.0,3.995,5.69,2.0,email,0.0,True,1.0,16.0,low
C10123,user10123@example.com,MN,basic,19.0,,,2.0,2.0,2025-11-17 22:43:02.034467,2.0,1.0,1.0,1.0,1.0,4.73,4.73,1.0,email,0.0,True,1.0,13.0,mid
C10124,user10124@example.org,MN,basic,25.0,,,1.0,1.0,2025-08-19 21:23:06.966053,1.0,1.0,0.0,0.0,2.0,5.365,8.36,2.0,email,0.0,True,0.0,103.0,low
C10125,user10125@example.com,MT,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,9.19,11.48,1.0,phone,0.0,True,0.0,,low
C10126,user10126@example.com,OH,pro,62.0,,,1.0,1.0,2025-11-29 04:32:28.017183,1.0,1.0,1.0,1.0,1.0,1.67,1.67,1.0,chat,0.0,True,1.0,2.0,low
C10127,user10127@example.com,MS,enterprise,120.0,,,1.0,1.0,2025-09-18 03:56:19.990678,1.0,1.0,0.0,0.0,2.0,8.165000000000001,11.71,2.0,email,0.0,True,1.0,74.0,low
C10128,user10128@example.org,WY,basic,17.0,,,3.0,3.0,2025-11-19 14:12:15.405747,3.0,1.0,1.0,1.0,3.0,7.88,11.03,2.0,chat,1.0,True,0.0,12.0,high
C10129,user10129@example.net,DE,basic,10.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,11.87,16.96,3.0,chat,0.0,True,0.0,,low
C10130,user10130@example.net,WA,basic,17.0,,,1.0,1.0,2025-11-09 21:18:50.398350,1.0,1.0,1.0,1.0,0.0,,,0.0,,0.0,False,0.0,21.0,low
C10131,user10131@example.com,KY,pro,54.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,False,0.0,,low
C10132,user10132@example.net,AK,enterprise,125.0,,,3.0,3.0,2025-10-20 08:28:42.427137,3.0,1.0,0.0,0.0,2.0,11.395,11.47,2.0,phone,0.0,True,1.0,42.0,high
C10133,user10133@example.org,MO,enterprise,147.0,,,3.0,3.0,2025-11-13 19:41:52.296504,3.0,1.0,1.0,1.0,4.0,6.5875,10.94,2.0,phone,0.0,True,0.0,18.0,high
C10134,user10134@example.com,VT,basic,23.0,,,4.0,4.0,2025-09-08 17:37:56.416575,3.0,1.0,0.0,0.0,2.0,10.225,10.45,2.0,chat,0.0,True,1.0,84.0,high
C10135,user10135@example.net,SC,basic,24.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,4.136666666666667,7.51,2.0,chat,1.0,True,2.0,,low
C10136,user10136@example.com,AR,free,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,8.27,10.96,2.0,phone,0.0,True,0.0,,low
C10137,user10137@example.net,VA,free,0.0,,,2.0,2.0,2025-09-27 23:57:28.200365,2.0,1.0,0.0,0.0,2.0,8.0,8.58,2.0,email,0.0,True,0.0,64.0,mid
C10138,user10138@example.com,WV,basic,10.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,5.42,8.31,1.0,email,0.0,True,0.0,,low
C10139,user10139@example.com,MO,free,0.0,,,1.0,1.0,2025-09-12 12:28:40.266616,1.0,1.0,0.0,0.0,4.0,6.6975,10.35,3.0,email,0.0,True,0.0,80.0,low
C10140,user10140@example.net,MA,free,0.0,Y,1.0,2.0,2.0,2025-10-28 00:44:11.872320,1.0,1.0,0.0,0.0,3.0,22.776666666666667,28.15,3.0,chat,0.0,True,0.0,34.0,mid
C10141,user10141@example.org,UT,enterprise,87.0,,,2.0,2.0,2025-11-21 14:47:58.312133,2.0,1.0,1.0,1.0,2.0,11.0,12.74,2.0,email,0.0,True,0.0,10.0,mid
C10142,user10142@example.org,ND,enterprise,131.0,Y,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,11.455,17.2,2.0,phone,0.0,True,0.0,,low
C10143,user10143@example.com,MT,enterprise,137.0,,,4.0,4.0,2025-09-30 16:12:00.485766,3.0,1.0,0.0,0.0,3.0,1.29,1.56,3.0,chat,0.0,True,1.0,62.0,high
C10144,user10144@example.org,VT,pro,56.0,,,1.0,1.0,2025-06-26 03:24:45.395647,1.0,1.0,0.0,0.0,3.0,4.97,11.96,2.0,email,0.0,True,0.0,158.0,low
